"","tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"1752","N582CA",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"1753","N583AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1754","N583AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1755","N583JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1756","N584AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1757","N584AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1758","N584JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1759","N585AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1760","N585AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1761","N585JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1762","N585UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1763","N586AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1764","N586AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1765","N586JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1766","N587AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"1767","N587AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1768","N587JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1769","N587NW",2002,"Fixed wing multi engine","BOEING","757-351",2,275,NA,"Turbo-jet"
"1770","N587UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1771","N588JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1772","N588UA",1993,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1773","N589AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1774","N589AS",2007,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1775","N589JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1776","N589UA",1997,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1777","N59053",2000,"Fixed wing multi engine","BOEING","767-424ER",2,292,NA,"Turbo-jet"
"1778","N590AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1779","N590AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1780","N590JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1781","N590NW",2003,"Fixed wing multi engine","BOEING","757-351",2,275,NA,"Turbo-jet"
"1782","N590UA",1997,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1783","N591AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1784","N591JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1785","N592AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1786","N592AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1787","N592JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1788","N593AA",1991,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1789","N593AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1790","N593JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1791","N594AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1792","N594AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1793","N594JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1794","N594NW",2003,"Fixed wing multi engine","BOEING","757-351",2,275,NA,"Turbo-jet"
"1795","N594UA",1996,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1796","N595AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1797","N595JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1798","N595NW",2003,"Fixed wing multi engine","BOEING","757-351",2,275,NA,"Turbo-jet"
"1799","N595UA",1998,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1800","N596AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1801","N596AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1802","N596UA",1998,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1803","N597AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1804","N597AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"1805","N597JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1806","N597UA",1998,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1807","N598AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1808","N598JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1809","N598UA",1999,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"1810","N599AA",1992,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-83(MD-83)",2,172,NA,"Turbo-fan"
"1811","N599JB",2004,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1812","N600LR",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"1813","N600QX",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"1814","N600TR",1979,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-51",2,139,432,"Turbo-jet"
"1815","N600WN",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1816","N601AW",2003,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1817","N601LR",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"1818","N601WN",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1819","N601XJ",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"1820","N602AW",1996,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"1821","N602DL",1984,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1822","N602LR",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"1823","N602SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1824","N602XJ",2005,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"1825","N603AT",2001,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"1826","N603DL",1984,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1827","N603JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1828","N603SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1829","N604AW",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"1830","N604DL",1984,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1831","N604LR",2007,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"1832","N604QX",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"1833","N604SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1834","N605JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1835","N605LR",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"1836","N605QX",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"1837","N605SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1838","N606JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1839","N606LR",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"1840","N606SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1841","N607AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"1842","N607JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1843","N607LR",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"1844","N607SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1845","N608AT",2000,"Fixed wing multi engine","BOEING","717-200",2,100,NA,"Turbo-fan"
"1846","N608DA",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1847","N608JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1848","N608QX",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"1849","N608SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1850","N609DL",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1851","N609SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1852","N610DL",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1853","N610WN",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1854","N611QX",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"1855","N611SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1856","N612AA",1989,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1857","N612DL",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1858","N612JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1859","N612QX",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"1860","N612SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1861","N613AA",1989,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1862","N613DL",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1863","N613JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1864","N613SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1865","N614DL",1985,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1866","N614QX",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"1867","N614SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1868","N615AA",1967,"Fixed wing multi engine","BEECH","65-A90",2,9,202,"Turbo-prop"
"1869","N615DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1870","N615JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1871","N615QX",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,NA,"Turbo-fan"
"1872","N615SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1873","N616DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1874","N616SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1875","N617DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1876","N617SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1877","N618AA",1989,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1878","N618DL",1986,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1879","N618JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1880","N618WN",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1881","N619AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1882","N619SW",1995,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1883","N620SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1884","N621AA",1975,"Fixed wing single engine","CESSNA","172M",1,4,108,"4 Cycle"
"1885","N621JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1886","N621SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1887","N621VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1888","N622AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1889","N622AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,NA,"Turbo-jet"
"1890","N622SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1891","N622VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1892","N623AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1893","N623DL",1987,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1894","N623JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1895","N623SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1896","N623VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1897","N624AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1898","N624AG",1993,"Fixed wing multi engine","BOEING","757-2Q8",2,178,NA,"Turbo-fan"
"1899","N624AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,NA,"Turbo-jet"
"1900","N624JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1901","N624SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1902","N624VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1903","N625AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1904","N625AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,NA,"Turbo-jet"
"1905","N625JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1906","N625SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1907","N625VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1908","N626AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,NA,"Turbo-jet"
"1909","N626SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1910","N626VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1911","N627AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,NA,"Turbo-jet"
"1912","N627DL",1987,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1913","N627JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1914","N627SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1915","N627VA",2006,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1916","N628AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1917","N628SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1918","N628VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1919","N629JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1920","N629SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1921","N629VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1922","N630AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1923","N630JB",2005,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1924","N630VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1925","N630WN",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1926","N631AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1927","N631AW",1990,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,NA,"Turbo-jet"
"1928","N631VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1929","N632AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,NA,"Turbo-jet"
"1930","N632JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1931","N632SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1932","N632VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1933","N633AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1934","N633AW",1989,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-231",2,182,NA,"Turbo-jet"
"1935","N633DL",1987,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1936","N633JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1937","N633SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1938","N633VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1939","N634AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1940","N634JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1941","N634SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1942","N634VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1943","N635AA",1990,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1944","N635DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1945","N635JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1946","N635SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1947","N635VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1948","N636DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1949","N636JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1950","N636VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1951","N636WN",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1952","N637DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1953","N637JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1954","N637SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1955","N637VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1956","N638DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1957","N638JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1958","N638SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1959","N638VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1960","N639AA",1991,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1961","N639DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1962","N639JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1963","N639SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1964","N639VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1965","N640AW",1994,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"1966","N640DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1967","N640JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1968","N640SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1969","N640VA",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1970","N641DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1971","N641JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1972","N641SW",1996,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1973","N641UA",1991,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1974","N641VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1975","N642AA",1991,"Fixed wing multi engine","BOEING","757-223",2,178,NA,"Turbo-fan"
"1976","N642AW",1996,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"1977","N642DL",1988,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1978","N642VA",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"1979","N642WN",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1980","N643DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1981","N643JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1982","N643SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1983","N644DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1984","N644JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1985","N644SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1986","N644UA",1991,"Fixed wing multi engine","BOEING","767-322",2,330,NA,"Turbo-fan"
"1987","N645DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1988","N645JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"1989","N645SW",1997,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"1990","N646DL",1989,"Fixed wing multi engine","BOEING","757-232",2,178,NA,"Turbo-fan"
"1991","N646JB",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
