rownames,year,title,original_title,director,languages,countries_of_origin,run_time,imdb_url
1172,1992,The Stolen Children,Il ladro di bambini,Gianni Amelio,it,"IT,FR,CH",1h 54m,https://www.imdb.com/title/tt0104663/
1173,1992,The Sentinel,La sentinelle,Arnaud Desplechin,"fr,de,ru,en",FR,2h 19m,https://www.imdb.com/title/tt0105356/
1174,1992,The Return of Casanova,Le retour de Casanova,Edouard Niermans,fr,FR,1h 33m,https://www.imdb.com/title/tt0105243/
1175,1992,Leolo,Léolo,Jean-Claude Lauzon,fr,"CA,FR",1h 47m,https://www.imdb.com/title/tt0104782/
1176,1992,Luna Park,,Pavel Lungin,ru,"FR,RU",1h 51m,https://www.imdb.com/title/tt0104776/
1177,1992,Of Mice and Men,,Gary Sinise,en,US,1h 55m,https://www.imdb.com/title/tt0105046/
1178,1992,An Independent Life,Samostoyatelnaya zhizn,Vitali Kanevsky,ru,"FR,RU,GB",1h 37m,https://www.imdb.com/title/tt0105309/
1179,1992,Simple Men,,Hal Hartley,en,"GB,IT,US",1h 45m,https://www.imdb.com/title/tt0105411/
1180,1992,The Long Day Closes,,Terence Davies,en,GB,1h 25m,https://www.imdb.com/title/tt0104753/
1181,1992,The Player,,Robert Altman,en,US,2h 4m,https://www.imdb.com/title/tt0105151/
1182,1992,Twin Peaks: Fire Walk with Me,,David Lynch,en,"FR,US",2h 14m,https://www.imdb.com/title/tt0105665/
1183,1993,Farewell My Concubine,Ba wang bie ji,Kaige Chen,zh,"CN,HK",2h 51m,https://www.imdb.com/title/tt0106332/
1184,1993,Body Snatchers,,Abel Ferrara,en,US,1h 27m,https://www.imdb.com/title/tt0106452/
1185,1993,Broken Highway,,Laurie McInnes,en,AU,1h 38m,https://www.imdb.com/title/tt0106487/
1186,1993,Dyuba-Dyuba,,Aleksandr Khvan,ru,RU,2h 20m,https://www.imdb.com/title/tt0106786/
1187,1993,Falling Down,,Joel Schumacher,"en,es,ko","US,FR,GB",1h 53m,https://www.imdb.com/title/tt0106856/
1188,1993,Fiorile,,"Paolo Taviani, Vittorio Taviani","it,fr","IT,FR,DE",1h 59m,https://www.imdb.com/title/tt0106911/
1189,1993,Frauds,,Stephan Elliott,en,AU,1h 30m,https://www.imdb.com/title/tt0106963/
1190,1993,Friends,,Elaine Proctor,"en,af,zu","GB,FR,ZA",1h 45m,https://www.imdb.com/title/tt0106968/
1191,1993,The Puppetmaster,Xi meng ren sheng,Hsiao-Hsien Hou,"zh,ja",TW,2h 22m,https://www.imdb.com/title/tt0107157/
1192,1993,"Faraway, So Close!","In weiter Ferne, so nah!",Wim Wenders,"de,fr,en,it,ru",DE,2h 26m,https://www.imdb.com/title/tt0107209/
1193,1993,King of the Hill,,Steven Soderbergh,en,US,1h 43m,https://www.imdb.com/title/tt0107322/
1194,1993,The Man by the Shore,L'homme sur les quais,Raoul Peck,fr,"FR,CA,HT,DE",1h 46m,https://www.imdb.com/title/tt0107132/
1195,1993,La scorta,,Ricky Tognazzi,it,IT,1h 36m,https://www.imdb.com/title/tt0108059/
1196,1993,Libera me,,Alain Cavalier,,FR,1h 15m,https://www.imdb.com/title/tt0107403/
1197,1993,Louis: The Child King,"Louis, enfant roi",Roger Planchon,fr,FR,2h 40m,https://www.imdb.com/title/tt0107446/
1198,1993,My Favorite Season,Ma saison préférée,André Téchiné,fr,FR,2h 7m,https://www.imdb.com/title/tt0107471/
1199,1993,Magnificat,,Pupi Avati,it,IT,1h 35m,https://www.imdb.com/title/tt0107485/
1200,1993,Mazeppa,,Bartabas,fr,FR,1h 51m,https://www.imdb.com/title/tt0107535/
1201,1993,Much Ado About Nothing,,Kenneth Branagh,en,"GB,US",1h 51m,https://www.imdb.com/title/tt0107616/
1202,1993,Naked,,Mike Leigh,en,GB,2h 11m,https://www.imdb.com/title/tt0107653/
1203,1993,Raining Stones,,Ken Loach,en,GB,1h 30m,https://www.imdb.com/title/tt0107920/
1204,1993,Splitting Heirs,,Robert Young,en,GB,1h 27m,https://www.imdb.com/title/tt0108207/
1205,1993,The Piano,,Jane Campion,en,"AU,FR,NZ",2h 1m,https://www.imdb.com/title/tt0107822/
1206,1994,Barnabo of the Mountains,Barnabo delle montagne,Mario Brenta,it,"IT,FR,CH",2h 4m,https://www.imdb.com/title/tt0109221/
1207,1994,Caro Diario,Caro diario,Nanni Moretti,"it,en,zh","IT,FR",1h 40m,https://www.imdb.com/title/tt0109382/
1208,1994,A Confucian Confusion,Du li shi dai,Edward Yang,zh,TW,2h 5m,https://www.imdb.com/title/tt0109685/
1209,1994,Exotica,,Atom Egoyan,"en,he",CA,1h 43m,https://www.imdb.com/title/tt0109759/
1210,1994,Dead Tired,Grosse fatigue,Michel Blanc,"fr,en",FR,1h 32m,https://www.imdb.com/title/tt0109942/
1211,1994,To Live,Huo zhe,Yimou Zhang,zh,"HK,CN",2h 13m,https://www.imdb.com/title/tt0110081/
1212,1994,Kurochka Ryaba,,Andrey Konchalovskiy,ru,"RU,FR",1h 57m,https://www.imdb.com/title/tt0110289/
1213,1994,The Queen of the Night,La reina de la noche,Arturo Ripstein,es,"MX,FR,US",1h 57m,https://www.imdb.com/title/tt0110961/
1214,1994,Queen Margot,La reine Margot,Patrice Chéreau,"fr,it","FR,DE,IT",2h 41m,https://www.imdb.com/title/tt0110963/
1215,1994,The Whores,Le buttane,Aurelio Grimaldi,it,IT,1h 25m,https://www.imdb.com/title/tt0109353/
1216,1994,The Violin Player,Le joueur de violon,Charles Van Damme,fr,"FR,DE,BE",1h 34m,https://www.imdb.com/title/tt0110210/
1217,1994,The Patriots,Les patriotes,Eric Rochant,"fr,en,he",FR,2h 18m,https://www.imdb.com/title/tt0110796/
1218,1994,Mrs. Parker and the Vicious Circle,,Alan Rudolph,en,"US,CA",2h 5m,https://www.imdb.com/title/tt0110588/
1219,1994,The Rice People,Neak sre,Rithy Panh,km,"KH,FR,CH,DE",2h 5m,https://www.imdb.com/title/tt0107662/
1220,1994,Burnt by the Sun,Utomlennye solntsem,Nikita Mikhalkov,"ru,fr","RU,FR",2h 15m,https://www.imdb.com/title/tt0111579/
1221,1994,Pulp Fiction,,Quentin Tarantino,"en,es,fr",US,2h 34m,https://www.imdb.com/title/tt0110912/
1222,1994,Swaham,,Shaji N. Karun,ml,IN,2h 21m,https://www.imdb.com/title/tt0111332/
1223,1994,The Browning Version,,Mike Figgis,en,GB,1h 37m,https://www.imdb.com/title/tt0109340/
1224,1994,The Hudsucker Proxy,,"Joel Coen, Ethan Coen",en,"GB,DE,US",1h 51m,https://www.imdb.com/title/tt0110074/
1225,1994,Three Colours: Red,Trois couleurs: Rouge,Krzysztof Kieslowski,fr,"FR,CH,PL",1h 39m,https://www.imdb.com/title/tt0111495/
1226,1994,An Unforgettable Summer,Un été inoubliable,Lucian Pintilie,"ro,fr,en","RO,FR",1h 22m,https://www.imdb.com/title/tt0111546/
1227,1994,A Pure Formality,Una pura formalità,Giuseppe Tornatore,fr,"IT,FR",1h 48m,https://www.imdb.com/title/tt0110917/
1228,1994,Through the Olive Trees,Zire darakhatan zeyton,Abbas Kiarostami,fa,"IR,FR",1h 43m,https://www.imdb.com/title/tt0111845/
1229,1995,Angels and Insects,,Philip Haas,en,"GB,US",1h 56m,https://www.imdb.com/title/tt0112365/
1230,1995,Between the Devil and the Deep Blue Sea,,Marion Hänsel,"nl,en","BE,FR,GB",1h 32m,https://www.imdb.com/title/tt0112491/
1231,1995,Beyond Rangoon,,John Boorman,en,"GB,US",1h 40m,https://www.imdb.com/title/tt0112495/
1232,1995,Carrington,,Christopher Hampton,en,"GB,FR",2h 1m,https://www.imdb.com/title/tt0112637/
1233,1995,Dead Man,,Jim Jarmusch,en,"US,DE,JP",2h 1m,https://www.imdb.com/title/tt0112817/
1234,1995,Ed Wood,,Tim Burton,en,US,2h 7m,https://www.imdb.com/title/tt0109707/
1235,1995,"Good Men, Good Women",Hao nan hao nu,Hsiao-Hsien Hou,"zh,ja","JP,TW",1h 48m,https://www.imdb.com/title/tt0113256/
1236,1995,Stories from the Kronen,Historias del Kronen,Montxo Armendáriz,es,"ES,FR,DE",1h 35m,https://www.imdb.com/title/tt0110036/
1237,1995,Jefferson in Paris,,James Ivory,"en,fr","US,FR",2h 19m,https://www.imdb.com/title/tt0113463/
1238,1995,Kids,,Larry Clark,"en,es",US,1h 31m,https://www.imdb.com/title/tt0113540/
1239,1995,Troubling Love,L'amore molesto,Mario Martone,it,IT,1h 44m,https://www.imdb.com/title/tt0112352/
1240,1995,The City of Lost Children,La cité des enfants perdus,"Marc Caro, Jean-Pierre Jeunet","fr,zh","FR,DE,ES,BE,US",1h 52m,https://www.imdb.com/title/tt0112682/
1241,1995,La haine,,Mathieu Kassovitz,fr,FR,1h 38m,https://www.imdb.com/title/tt0113247/
1242,1995,Land and Freedom,,Ken Loach,"en,es,ca","GB,FR,IT,DE,ES,US",1h 49m,https://www.imdb.com/title/tt0114671/
1243,1995,Don't Forget You're Going to Die,N'oublie pas que tu vas mourir,Xavier Beauvois,fr,FR,1h 58m,https://www.imdb.com/title/tt0113909/
1244,1995,The Convent,O Convento,Manoel de Oliveira,"fr,en,pt,de","PT,FR",1h 31m,https://www.imdb.com/title/tt0112716/
1245,1995,The Snails' Senator,Senatorul melcilor,Mircea Daneliuc,ro,RO,1h 40m,https://www.imdb.com/title/tt0114387/
1246,1995,Sharaku,,Masahiro Shinoda,ja,JP,2h 18m,https://www.imdb.com/title/tt0114413/
1247,1995,The Madness of King George,,Nicholas Hytner,en,"GB,US",1h 50m,https://www.imdb.com/title/tt0110428/
1248,1995,The Neon Bible,,Terence Davies,en,"GB,ES",1h 31m,https://www.imdb.com/title/tt0113952/
1249,1995,Ulysses' Gaze,To vlemma tou Odyssea,Theodoros Angelopoulos,"en,el,bg,sq,sr,ro,ku,mk,de","GR,FR,IT,DE,GB,YU,RO,AL,BA",2h 56m,https://www.imdb.com/title/tt0114863/
1250,1995,Underground,,Emir Kusturica,"sr,de,fr,en,ru","YU,FR,DE,BG,CZ,HU,GB,US",2h 50m,https://www.imdb.com/title/tt0114787/
1251,1995,Waati,,Souleymane Cissé,bm,"FR,ML,BF",2h 20m,https://www.imdb.com/title/tt0111651/
1252,1995,Shanghai Triad,"Yao a yao, yao dao wai po qiao",Yimou Zhang,zh,"FR,CN",1h 48m,https://www.imdb.com/title/tt0115012/
1253,1996,Breaking the Waves,,Lars von Trier,en,"DK,SE,FR,NL,NO,IS,ES,GB",2h 39m,https://www.imdb.com/title/tt0115751/
1254,1996,My Sex Life... Or How I Got Into an Argument,Comment je me suis disputé... (ma vie sexuelle),Arnaud Desplechin,fr,FR,2h 58m,https://www.imdb.com/title/tt0115928/
1255,1996,Crash,,David Cronenberg,"en,sv","GB,CA,US",1h 40m,https://www.imdb.com/title/tt0115964/
1256,1996,Fargo,,"Joel Coen, Ethan Coen",en,"GB,US",1h 38m,https://www.imdb.com/title/tt0116282/
1257,1996,"Goodbye South, Goodbye","Nan guo zai jian, nan guo",Hsiao-Hsien Hou,zh,"TW,JP",2h 4m,https://www.imdb.com/title/tt0117151/
1258,1996,Kansas City,,Robert Altman,en,"FR,US",1h 56m,https://www.imdb.com/title/tt0116745/
1259,1996,Drifting Clouds,Kauas pilvet karkaavat,Aki Kaurismäki,"fi,sv,en","FI,DE,FR",1h 35m,https://www.imdb.com/title/tt0116752/
1260,1996,The Second Time,La seconda volta,Mimmo Calopresti,it,"IT,FR",1h 20m,https://www.imdb.com/title/tt0114374/
1261,1996,The Eighth Day,Le huitième jour,Jaco Van Dormael,fr,"BE,FR,GB",1h 58m,https://www.imdb.com/title/tt0116581/
1262,1996,Thieves,Les voleurs,André Téchiné,fr,FR,1h 57m,https://www.imdb.com/title/tt0118100/
1263,1996,Po di Sangui,,Flora Gomes,kea,"FR,GW,TN,PT",1h 30m,https://www.imdb.com/title/tt0117352/
1264,1996,Ridicule,,Patrice Leconte,fr,FR,1h 42m,https://www.imdb.com/title/tt0117477/
1265,1996,Secrets & Lies,,Mike Leigh,en,"GB,FR",2h 16m,https://www.imdb.com/title/tt0117589/
1266,1996,Stealing Beauty,,Bernardo Bertolucci,"en,fr,de,es,it","GB,FR,IT",1h 58m,https://www.imdb.com/title/tt0117737/
1267,1996,The Sunchaser,,Michael Cimino,"en,nv",US,2h 2m,https://www.imdb.com/title/tt0117781/
1268,1996,Temptress Moon,Feng yue,Kaige Chen,zh,"CN,HK",2h 10m,https://www.imdb.com/title/tt0116295/
1269,1996,The Quiet Room,,Rolf de Heer,en,"AU,IT,FR",1h 33m,https://www.imdb.com/title/tt0117422/
1270,1996,The Van,,Stephen Frears,en,"IE,GB,US",1h 40m,https://www.imdb.com/title/tt0118064/
1271,1996,Earth,Tierra,Julio Medem,es,ES,2h 5m,https://www.imdb.com/title/tt0117909/
1272,1996,Three Lives and Only One Death,Trois vies et une seule mort,Raoul Ruiz,"fr,it,ru","FR,PT",2h 3m,https://www.imdb.com/title/tt0117968/
1273,1996,Too Late,Prea târziu,Lucian Pintilie,"fr,sv","RO,FR",1h 46m,https://www.imdb.com/title/tt0120378/
1274,1996,A Self-Made Hero,Un héros très discret,Jacques Audiard,fr,FR,1h 47m,https://www.imdb.com/title/tt0118020/
1275,1997,Assassin(s),,Mathieu Kassovitz,fr,"FR,DE",2h 8m,https://www.imdb.com/title/tt0118644/
1276,1997,Funny Games,,Michael Haneke,"de,fr,it",AT,1h 48m,https://www.imdb.com/title/tt0119167/
1277,1997,Happy Together,Chun gwong ja sit,Kar-Wai Wong,"zh,es,en","HK,KR,JP",1h 36m,https://www.imdb.com/title/tt0118845/
1278,1997,The Prince of Homburg,Il principe di Homburg,Marco Bellocchio,it,IT,1h 29m,https://www.imdb.com/title/tt0119948/
1279,1997,Kini and Adams,,Idrissa Ouedraogo,en,"FR,BF",1h 33m,https://www.imdb.com/title/tt0119463/
1280,1997,L.A. Confidential,,Curtis Hanson,en,US,2h 18m,https://www.imdb.com/title/tt0119488/
1281,1997,The Banned Woman,La femme défendue,Philippe Harel,fr,FR,1h 40m,https://www.imdb.com/title/tt0119113/
1282,1997,The Truce,La tregua,Francesco Rosi,"fr,en,ru,de,pl,it","IT,FR,DE,CH",2h 5m,https://www.imdb.com/title/tt0117959/
1283,1997,Nil by Mouth,,Gary Oldman,en,"GB,FR",2h 8m,https://www.imdb.com/title/tt0119792/
1284,1997,She's So Lovely,,Nick Cassavetes,en,"FR,US",1h 40m,https://www.imdb.com/title/tt0120112/
1285,1997,Taste of Cherry,Ta'm e guilass,Abbas Kiarostami,fa,"IR,FR",1h 35m,https://www.imdb.com/title/tt0120265/
1286,1997,The Brave,,Johnny Depp,en,US,2h 3m,https://www.imdb.com/title/tt0118768/
1287,1997,The End of Violence,,Wim Wenders,"en,es","FR,DE,US",2h 2m,https://www.imdb.com/title/tt0119062/
1288,1997,The Ice Storm,,Ang Lee,en,"FR,US",1h 52m,https://www.imdb.com/title/tt0119349/
1289,1997,The Serpent's Kiss,,Philippe Rousselot,en,GB,1h 44m,https://www.imdb.com/title/tt0120100/
1290,1997,The Sweet Hereafter,,Atom Egoyan,en,CA,1h 52m,https://www.imdb.com/title/tt0120255/
1291,1997,The Well,,Samantha Lang,en,AU,1h 41m,https://www.imdb.com/title/tt0120493/
1292,1997,The Eel,Unagi,Shôhei Imamura,ja,JP,1h 57m,https://www.imdb.com/title/tt0120408/
1293,1997,Welcome to Sarajevo,,Michael Winterbottom,"en,sr,bs","GB,US",1h 43m,https://www.imdb.com/title/tt0120490/
1294,1997,Western,,Manuel Poirier,fr,FR,2h 4m,https://www.imdb.com/title/tt0120494/
1295,1998,Aprile,,Nanni Moretti,"it,en,fr","IT,FR",1h 18m,https://www.imdb.com/title/tt0118635/
1296,1998,Those Who Love Me Can Take the Train,Ceux qui m'aiment prendront le train,Patrice Chéreau,fr,FR,2h 2m,https://www.imdb.com/title/tt0118834/
1297,1998,Claire Dolan,,Lodge Kerrigan,"fr,en","US,FR",1h 35m,https://www.imdb.com/title/tt0150143/
1298,1998,Foolish Heart,Corazón iluminado,Hector Babenco,es,"AR,BR,FR",2h 10m,https://www.imdb.com/title/tt0120674/
1299,1998,Dance Me to My Song,,Rolf de Heer,en,AU,1h 41m,https://www.imdb.com/title/tt0154378/
1300,1998,Fear and Loathing in Las Vegas,,Terry Gilliam,en,US,1h 58m,https://www.imdb.com/title/tt0120669/
1301,1998,The Celebration,Festen,Thomas Vinterberg,"da,de,en","DK,SE",1h 45m,https://www.imdb.com/title/tt0154420/
1302,1998,Flowers of Shanghai,Hai shang hua,Hsiao-Hsien Hou,zh,"TW,JP",1h 53m,https://www.imdb.com/title/tt0156587/
1303,1998,Henry Fool,,Hal Hartley,en,US,2h 17m,https://www.imdb.com/title/tt0122529/
1304,1998,The Idiots,Idioterne,Lars von Trier,da,"DK,FR,NL,DE,SE,IT",1h 57m,https://www.imdb.com/title/tt0154421/
1305,1998,Illuminata,,John Turturro,en,"ES,US,JP",1h 59m,https://www.imdb.com/title/tt0120709/
1306,1998,"Khrustalyov, My Car!","Khrustalyov, mashinu!",Aleksey German,ru,"RU,FR",2h 27m,https://www.imdb.com/title/tt0156701/
1307,1998,The School of Flesh,L'école de la chair,Benoît Jacquot,fr,"FR,LU,BE",1h 50m,https://www.imdb.com/title/tt0157208/
1308,1998,Class Trip,La classe de neige,Claude Miller,fr,FR,1h 36m,https://www.imdb.com/title/tt0156408/
1309,1998,La vendedora de rosas,,Víctor Gaviria,es,CO,1h 56m,https://www.imdb.com/title/tt0157154/
1310,1998,The Dreamlife of Angels,La vie rêvée des anges,Erick Zonca,fr,FR,1h 53m,https://www.imdb.com/title/tt0120449/
1311,1998,Life Is Beautiful,La vita è bella,Roberto Benigni,"it,de,en",IT,1h 56m,https://www.imdb.com/title/tt0118799/
1312,1998,Eternity and a Day,Mia aioniotita kai mia mera,Theodoros Angelopoulos,"el,en,it","FR,IT,GR,DE",2h 17m,https://www.imdb.com/title/tt0156794/
1313,1998,My Name Is Joe,,Ken Loach,"sco,en","GB,DE,FR,ES",1h 45m,https://www.imdb.com/title/tt0151691/
1314,1998,The General,,John Boorman,en,"GB,IE",2h 4m,https://www.imdb.com/title/tt0120706/
1315,1998,The Hole,Dong,Tsai Ming-liang,zh,"TW,FR",1h 35m,https://www.imdb.com/title/tt0156610/
1316,1998,Velvet Goldmine,,Todd Haynes,"en,fr","US,GB",1h 58m,https://www.imdb.com/title/tt0120879/
1317,1999,8½ Women,,Peter Greenaway,"en,it,ja","GB,NL,LU,DE",1h 58m,https://www.imdb.com/title/tt0154443/
1318,1999,The Letter,La lettre,Manoel de Oliveira,"fr,pt","FR,PT,ES",1h 47m,https://www.imdb.com/title/tt0158117/
1319,1999,Cradle Will Rock,,Tim Robbins,"en,it",US,2h 12m,https://www.imdb.com/title/tt0150216/
1320,1999,No One Writes to the Colonel,El coronel no tiene quien le escriba,Arturo Ripstein,es,"MX,FR,ES",2h 2m,https://www.imdb.com/title/tt0132905/
1321,1999,Felicia's Journey,,Atom Egoyan,"en,ga,fr","CA,GB",1h 56m,https://www.imdb.com/title/tt0165773/
1322,1999,Tales of Kish,Ghesse haye Kish,"Abolfazl Jalili, Mohsen Makhmalbaf, Nasser Taghvai",fa,IR,1h 12m,https://www.imdb.com/title/tt0197373/
1323,1999,Ghost Dog: The Way of the Samurai,,Jim Jarmusch,"en,fr","FR,DE,US,JP",1h 56m,https://www.imdb.com/title/tt0165798/
1324,1999,Kadosh,,Amos Gitai,he,"IL,FR",1h 50m,https://www.imdb.com/title/tt0189630/
1325,1999,Kikujiro,Kikujirô no natsu,Takeshi Kitano,ja,JP,2h 2m,https://www.imdb.com/title/tt0199683/
1326,1999,Humanity,L'humanité,Bruno Dumont,"fr,en",FR,2h 21m,https://www.imdb.com/title/tt0197569/
1327,1999,The Nanny,La balia,Marco Bellocchio,it,IT,1h 46m,https://www.imdb.com/title/tt0139877/
1328,1999,Time Regained,Le temps retrouvé,Raoul Ruiz,"fr,en","FR,IT,PT",2h 42m,https://www.imdb.com/title/tt0189142/
1329,1999,Limbo,,John Sayles,en,US,2h 6m,https://www.imdb.com/title/tt0164085/
1330,1999,Love Will Tear Us Apart,Tin seung yan gaan,Nelson Lik-wai Yu,zh,HK,1h 49m,https://www.imdb.com/title/tt0199724/
1331,1999,Moloch,,Aleksandr Sokurov,de,"RU,DE,IT,CH",1h 48m,https://www.imdb.com/title/tt0199777/
1332,1999,Our Happy Lives,Nos vies heureuses,Jacques Maillot,fr,FR,2h 27m,https://www.imdb.com/title/tt0197732/
1333,1999,Pola X,,Leos Carax,fr,"FR,CH,DE,JP",2h 14m,https://www.imdb.com/title/tt0152015/
1334,1999,Rosetta,,"Jean-Pierre Dardenne, Luc Dardenne",fr,"FR,BE",1h 35m,https://www.imdb.com/title/tt0200071/
1335,1999,The Emperor and the Assassin,Jing Ke ci Qin Wang,Kaige Chen,zh,"CN,FR,JP",2h 42m,https://www.imdb.com/title/tt0162866/
1336,1999,The Straight Story,,David Lynch,en,"GB,FR,US",1h 52m,https://www.imdb.com/title/tt0166896/
1337,1999,All About My Mother,Todo sobre mi madre,Pedro Almodóvar,"es,ca","ES,FR",1h 41m,https://www.imdb.com/title/tt0185125/
1338,1999,Wonderland,,Michael Winterbottom,en,GB,1h 48m,https://www.imdb.com/title/tt0171865/
1339,2000,Bread and Roses,,Ken Loach,"en,es","GB,FR,DE,ES,IT,CH",1h 50m,https://www.imdb.com/title/tt0212826/
1340,2000,Chunhyang,Chunhyangdyun,Im Kwon-taek,ko,KR,2h 17m,https://www.imdb.com/title/tt0245837/
1341,2000,Code Unknown,Code inconnu,Michael Haneke,"fr,ro,en","FR,AT,RO,DE",1h 58m,https://www.imdb.com/title/tt0216625/
1342,2000,Dancer in the Dark,,Lars von Trier,"en,de,cs","DK,DE,NL,IT,US,GB,FR,SE,FI,IS,NO",2h 20m,https://www.imdb.com/title/tt0168629/
1343,2000,Esther Kahn,,Arnaud Desplechin,"en,he,yi,it","FR,GB",2h 37m,https://www.imdb.com/title/tt0183056/
1344,2000,Turbulence,Estorvo,Ruy Guerra,pt,"BR,CU,PT",1h 35m,https://www.imdb.com/title/tt0189509/
1345,2000,Eureka,Yurîka,Shinji Aoyama,ja,"JP,FR",3h 37m,https://www.imdb.com/title/tt0243889/
1346,2000,Fast Food Fast Women,,Amos Kollek,en,"FR,IT,US",1h 35m,https://www.imdb.com/title/tt0206742/
1347,2000,Taboo,Gohatto,Nagisa Ôshima,ja,"JP,FR,GB",1h 40m,https://www.imdb.com/title/tt0213682/
1348,2000,Devils on the Doorstep,Guizi lai le,Wen Jiang,"zh,ja,en,fr",CN,2h 19m,https://www.imdb.com/title/tt0245929/
1349,2000,"Harry, He's Here to Help","Harry, un ami qui vous veut du bien",Dominik Moll,"fr,es",FR,1h 57m,https://www.imdb.com/title/tt0216800/
1350,2000,In the Mood for Love,Fa yeung nin wah,Kar-Wai Wong,"zh,fr,es","HK,FR",1h 38m,https://www.imdb.com/title/tt0118694/
1351,2000,Kippur,,Amos Gitai,"he,ar","IL,FR",1h 57m,https://www.imdb.com/title/tt0218379/
1352,2000,The Wedding,Svadba,Pavel Lungin,ru,"FR,RU,DE",1h 54m,https://www.imdb.com/title/tt0246119/
1353,2000,Sentimental Destinies,Les destinées sentimentales,Olivier Assayas,"fr,en","FR,CH",3h,https://www.imdb.com/title/tt0216689/
1354,2000,Nurse Betty,,Neil LaBute,"en,es,it","DE,US",1h 50m,https://www.imdb.com/title/tt0171580/
1355,2000,"O Brother, Where Art Thou?",,"Joel Coen, Ethan Coen",en,"GB,FR,US",1h 47m,https://www.imdb.com/title/tt0190590/
1356,2000,Songs from the Second Floor,Sånger från andra våningen,Roy Andersson,"sv,ru","SE,NO,DK,FR,DE",1h 38m,https://www.imdb.com/title/tt0120263/
1357,2000,Blackboards,Takhté siah,Samira Makhmalbaf,"fa,ku","IR,IT,JP",1h 28m,https://www.imdb.com/title/tt0246266/
1358,2000,The Golden Bowl,,James Ivory,en,"US,FR,GB",2h 10m,https://www.imdb.com/title/tt0200669/
1359,2000,The Yards,,James Gray,"en,es",US,1h 55m,https://www.imdb.com/title/tt0138946/
1360,2000,Faithless,Trolösa,Liv Ullmann,"sv,fr","SE,IT,DE,FI,NO",2h 34m,https://www.imdb.com/title/tt0157122/
1361,2000,Yi Yi,,Edward Yang,"zh,en,ja,fr","TW,JP",2h 53m,https://www.imdb.com/title/tt0244316/
1362,2001,Warm Water Under a Red Bridge,Akai hashi no shita no nurui mizu,Shôhei Imamura,ja,"JP,FR",1h 59m,https://www.imdb.com/title/tt0289054/
1363,2001,Desert Moon,Tsuki no sabaku,Shinji Aoyama,"ja,en",JP,2h 11m,https://www.imdb.com/title/tt0283309/
1364,2001,Distance,,Kore-eda Hirokazu,ja,JP,2h 12m,https://www.imdb.com/title/tt0278413/
1365,2001,In Praise of Love,Éloge de l'amour,Jean-Luc Godard,"fr,en","FR,CH,DE",1h 37m,https://www.imdb.com/title/tt0181912/
1366,2001,The Profession of Arms,Il mestiere delle armi,Ermanno Olmi,it,"IT,FR,DE,BG",1h 45m,https://www.imdb.com/title/tt0245276/
1367,2001,The Officers' Ward,La chambre des officiers,François Dupeyron,fr,FR,2h 15m,https://www.imdb.com/title/tt0273148/
1368,2001,The Piano Teacher,La pianiste,Michael Haneke,"fr,de","FR,AT,DE",2h 11m,https://www.imdb.com/title/tt0254686/
1369,2001,Replay,La répétition,Catherine Corsini,"fr,da,en","FR,CA",1h 32m,https://www.imdb.com/title/tt0253612/
1370,2001,The Son's Room,La stanza del figlio,Nanni Moretti,it,"IT,FR",1h 39m,https://www.imdb.com/title/tt0208990/
